Ort;Plz;Bundesland
Tessin;13051;Mecklenburg-Vorpommern
Thelkow;13051;Mecklenburg-Vorpommern
Gnewitz;13051;Mecklenburg-Vorpommern
Stubbendorf;13051;Mecklenburg-Vorpommern
Nustrow;13051;Mecklenburg-Vorpommern
Dummerstorf;13051;Mecklenburg-Vorpommern
Prisannewitz;13051;Mecklenburg-Vorpommern
Kavelstorf;13051;Mecklenburg-Vorpommern
Damm;13051;Mecklenburg-Vorpommern
Kessin;13051;Mecklenburg-Vorpommern
Lieblingshof;13051;Mecklenburg-Vorpommern
Kritzmow;13051;Mecklenburg-Vorpommern
Staebelow;13051;Mecklenburg-Vorpommern
Steffenshagen;13051;Mecklenburg-Vorpommern
Bad Doberan;13051;Mecklenburg-Vorpommern
Wittenbeck;13051;Mecklenburg-Vorpommern
Reddelich;13051;Mecklenburg-Vorpommern
Bartenshagen-Parkentin;13051;Mecklenburg-Vorpommern
Retschow;13051;Mecklenburg-Vorpommern
Boergerende-Rethwisch;13051;Mecklenburg-Vorpommern
Nienhagen;13051;Mecklenburg-Vorpommern
Admannshagen-Bargeshagen;13051;Mecklenburg-Vorpommern
Kuehlungsborn;13051;Mecklenburg-Vorpommern
Biendorf;13051;Mecklenburg-Vorpommern
Bastorf;13051;Mecklenburg-Vorpommern
Rerik;13051;Mecklenburg-Vorpommern
Jennewitz;13051;Mecklenburg-Vorpommern
Alt Bukow;13051;Mecklenburg-Vorpommern
Karin;13051;Mecklenburg-Vorpommern
Kamin;13051;Mecklenburg-Vorpommern
Neubukow;13051;Mecklenburg-Vorpommern
Krempin;13051;Mecklenburg-Vorpommern
Pepelow;13051;Mecklenburg-Vorpommern
Rakow;13051;Mecklenburg-Vorpommern
Ravensberg;13051;Mecklenburg-Vorpommern
Westenbruegge;13051;Mecklenburg-Vorpommern
Kirch Mulsow;13051;Mecklenburg-Vorpommern
Altenhagen;13051;Mecklenburg-Vorpommern
Kroepelin;13051;Mecklenburg-Vorpommern
Schmadebeck;13051;Mecklenburg-Vorpommern
Boelkow;13051;Mecklenburg-Vorpommern
Radegast;13051;Mecklenburg-Vorpommern
Heiligenhagen;13051;Mecklenburg-Vorpommern
Satow;13051;Mecklenburg-Vorpommern
Hanstorf;13051;Mecklenburg-Vorpommern
Reinshagen;13051;Mecklenburg-Vorpommern
Klein Belitz;13053;Mecklenburg-Vorpommern
Baumgarten;13053;Mecklenburg-Vorpommern
Juergenshagen;13053;Mecklenburg-Vorpommern
Steinhagen;13053;Mecklenburg-Vorpommern
Zepelin;13053;Mecklenburg-Vorpommern
Neuendorf;13053;Mecklenburg-Vorpommern
Buetzow;13053;Mecklenburg-Vorpommern
Ruehn;13053;Mecklenburg-Vorpommern
Tarnow;13053;Mecklenburg-Vorpommern
Dreetz;13053;Mecklenburg-Vorpommern
Bernitt;13053;Mecklenburg-Vorpommern
Penzin;13053;Mecklenburg-Vorpommern
Warnow;13053;Mecklenburg-Vorpommern
Wiendorf;13051;Mecklenburg-Vorpommern
Rukieten;13051;Mecklenburg-Vorpommern
Benitz;13051;Mecklenburg-Vorpommern
Schwaan;13051;Mecklenburg-Vorpommern
Broebberow;13051;Mecklenburg-Vorpommern
Kassow;13051;Mecklenburg-Vorpommern
Vorbeck;13051;Mecklenburg-Vorpommern
Guestrow;13053;Mecklenburg-Vorpommern
Mistorf;13053;Mecklenburg-Vorpommern
Guelzow;13053;Mecklenburg-Vorpommern
Zehna;13053;Mecklenburg-Vorpommern
Kuhs;13053;Mecklenburg-Vorpommern
Recknitz;13053;Mecklenburg-Vorpommern
Buelow;13053;Mecklenburg-Vorpommern
Muehl Rosin;13053;Mecklenburg-Vorpommern
Reimershagen;13053;Mecklenburg-Vorpommern
Glasewitz;13053;Mecklenburg-Vorpommern
Lohmen;13053;Mecklenburg-Vorpommern
Gross Schwiesow;13053;Mecklenburg-Vorpommern
Gutow;13053;Mecklenburg-Vorpommern
Klein Upahl;13053;Mecklenburg-Vorpommern
Pruezen;13053;Mecklenburg-Vorpommern
Luessow;13053;Mecklenburg-Vorpommern
Lalendorf;13053;Mecklenburg-Vorpommern
Langhagen;13053;Mecklenburg-Vorpommern
Plaaz;13053;Mecklenburg-Vorpommern
Wattmannshagen;13053;Mecklenburg-Vorpommern
Dobbin-Linstow;13053;Mecklenburg-Vorpommern
Hoppenrade;13053;Mecklenburg-Vorpommern
Kuchelmiss;13053;Mecklenburg-Vorpommern
Bellin;13053;Mecklenburg-Vorpommern
Krakow am See;13053;Mecklenburg-Vorpommern
Diekhof;13053;Mecklenburg-Vorpommern
Wardow;13053;Mecklenburg-Vorpommern
Dolgen;13053;Mecklenburg-Vorpommern
Poelitz;13053;Mecklenburg-Vorpommern
Hohen Sprenz;13053;Mecklenburg-Vorpommern
Laage;13053;Mecklenburg-Vorpommern
Weitendorf;13053;Mecklenburg-Vorpommern
Alt Kaetwin;13053;Mecklenburg-Vorpommern
Liessow;13053;Mecklenburg-Vorpommern
Ribnitz-Damgarten;13057;Mecklenburg-Vorpommern
Luedershagen;13057;Mecklenburg-Vorpommern
Kenz-Kuestrow;13057;Mecklenburg-Vorpommern
Bartelshagen II;13057;Mecklenburg-Vorpommern
Divitz-Spoldershagen;13057;Mecklenburg-Vorpommern
Loebnitz;13057;Mecklenburg-Vorpommern
Saal;13057;Mecklenburg-Vorpommern
Schlemmin;13057;Mecklenburg-Vorpommern
Trinwillershagen;13057;Mecklenburg-Vorpommern
Ahrenshagen-Daskow;13057;Mecklenburg-Vorpommern
Dettmannsdorf;13057;Mecklenburg-Vorpommern
Breesen;13057;Mecklenburg-Vorpommern
Schulenberg;13057;Mecklenburg-Vorpommern
Semlow;13057;Mecklenburg-Vorpommern
Langsdorf;13057;Mecklenburg-Vorpommern
Eixen;13057;Mecklenburg-Vorpommern
Boehlendorf;13057;Mecklenburg-Vorpommern
Bad Suelze;13057;Mecklenburg-Vorpommern
Marlow;13057;Mecklenburg-Vorpommern
Wustrow;13057;Mecklenburg-Vorpommern
Dierhagen;13057;Mecklenburg-Vorpommern
Ahrenshoop;13057;Mecklenburg-Vorpommern
Pruchten;13057;Mecklenburg-Vorpommern
Fuhlendorf;13057;Mecklenburg-Vorpommern
Barth;13057;Mecklenburg-Vorpommern
Zingst;13057;Mecklenburg-Vorpommern
Wieck;13057;Mecklenburg-Vorpommern
Prerow;13057;Mecklenburg-Vorpommern
Born am Darss;13057;Mecklenburg-Vorpommern
Stralsund;13005;Mecklenburg-Vorpommern
Stralsund;13005;Mecklenburg-Vorpommern
Stralsund;13005;Mecklenburg-Vorpommern
Kummerow;13057;Mecklenburg-Vorpommern
Neu Bartelshagen;13057;Mecklenburg-Vorpommern
Jakobsdorf;13057;Mecklenburg-Vorpommern
Luessow;13057;Mecklenburg-Vorpommern
Gross Kordshagen;13057;Mecklenburg-Vorpommern
Wendorf;13057;Mecklenburg-Vorpommern
Niepars;13057;Mecklenburg-Vorpommern
Pantelitz;13057;Mecklenburg-Vorpommern
Steinhagen;13057;Mecklenburg-Vorpommern
Prohn;13057;Mecklenburg-Vorpommern
Gross Mohrdorf;13057;Mecklenburg-Vorpommern
Kramerhof;13057;Mecklenburg-Vorpommern
Klausdorf;13057;Mecklenburg-Vorpommern
Altenpleen;13057;Mecklenburg-Vorpommern
Preetz;13057;Mecklenburg-Vorpommern
Richtenberg;13057;Mecklenburg-Vorpommern
Gremersdorf-Buchholz;13057;Mecklenburg-Vorpommern
Weitenhagen;13057;Mecklenburg-Vorpommern
Franzburg;13057;Mecklenburg-Vorpommern
Millienhagen-Oebelitz;13057;Mecklenburg-Vorpommern
Hugoldsdorf;13057;Mecklenburg-Vorpommern
Drechow;13057;Mecklenburg-Vorpommern
Tribsees;13057;Mecklenburg-Vorpommern
Karnin;13057;Mecklenburg-Vorpommern
Velgast;13057;Mecklenburg-Vorpommern
Grimmen;13057;Mecklenburg-Vorpommern
Elmenhorst;13057;Mecklenburg-Vorpommern
Stoltenhagen;13057;Mecklenburg-Vorpommern
Zarrendorf;13057;Mecklenburg-Vorpommern
Wittenhagen;13057;Mecklenburg-Vorpommern
Papenhagen;13057;Mecklenburg-Vorpommern
Behnkendorf;13057;Mecklenburg-Vorpommern
Gransebieth;13057;Mecklenburg-Vorpommern
Wendisch Baggendorf;13057;Mecklenburg-Vorpommern
Grammendorf;13057;Mecklenburg-Vorpommern
Splietsdorf;13057;Mecklenburg-Vorpommern
Glewitz;13057;Mecklenburg-Vorpommern
Deyelsdorf;13057;Mecklenburg-Vorpommern
Suederholz;13057;Mecklenburg-Vorpommern
Brandshagen;13057;Mecklenburg-Vorpommern
Horst;13057;Mecklenburg-Vorpommern
Miltzow;13057;Mecklenburg-Vorpommern
Wilmshagen;13057;Mecklenburg-Vorpommern
Reinberg;13057;Mecklenburg-Vorpommern
Kirchdorf;13057;Mecklenburg-Vorpommern
Lietzow;13061;Mecklenburg-Vorpommern
Bergen auf Ruegen;13061;Mecklenburg-Vorpommern
Thesenvitz;13061;Mecklenburg-Vorpommern
Buschvitz;13061;Mecklenburg-Vorpommern
Patzig;13061;Mecklenburg-Vorpommern
Zirkow;13061;Mecklenburg-Vorpommern
Sehlen;13061;Mecklenburg-Vorpommern
Parchtitz;13061;Mecklenburg-Vorpommern
Ralswiek;13061;Mecklenburg-Vorpommern
Rappin;13061;Mecklenburg-Vorpommern
Sassnitz;13061;Mecklenburg-Vorpommern
Sagard;13061;Mecklenburg-Vorpommern
Lohme;13061;Mecklenburg-Vorpommern
Glowe;13061;Mecklenburg-Vorpommern
Dranske;13061;Mecklenburg-Vorpommern
Putgarten;13061;Mecklenburg-Vorpommern
Altenkirchen;13061;Mecklenburg-Vorpommern
Wiek;13061;Mecklenburg-Vorpommern
Breege;13061;Mecklenburg-Vorpommern
Insel Hiddensee;13061;Mecklenburg-Vorpommern
Schaprode;13061;Mecklenburg-Vorpommern
Gingst;13061;Mecklenburg-Vorpommern
Ummanz;13061;Mecklenburg-Vorpommern
Trent;13061;Mecklenburg-Vorpommern
Kluis;13061;Mecklenburg-Vorpommern
Neuenkirchen;13061;Mecklenburg-Vorpommern
Altefaehr;13061;Mecklenburg-Vorpommern
Dreschvitz;13061;Mecklenburg-Vorpommern
Rambin;13061;Mecklenburg-Vorpommern
Samtens;13061;Mecklenburg-Vorpommern
Poseritz;13061;Mecklenburg-Vorpommern
Garz;13061;Mecklenburg-Vorpommern
Gustow;13061;Mecklenburg-Vorpommern
Karnitz;13061;Mecklenburg-Vorpommern
Zudar;13061;Mecklenburg-Vorpommern
Putbus;13061;Mecklenburg-Vorpommern
Middelhagen;13061;Mecklenburg-Vorpommern
Thiessow;13061;Mecklenburg-Vorpommern
Baabe;13061;Mecklenburg-Vorpommern
Goehren;13061;Mecklenburg-Vorpommern
Lancken-Granitz;13061;Mecklenburg-Vorpommern
Gager;13061;Mecklenburg-Vorpommern
Sellin;13061;Mecklenburg-Vorpommern
Binz;13061;Mecklenburg-Vorpommern
Schwerin;13004;Mecklenburg-Vorpommern
Schwerin;13004;Mecklenburg-Vorpommern
Schwerin;13004;Mecklenburg-Vorpommern
Schwerin;13004;Mecklenburg-Vorpommern
Schwerin;13004;Mecklenburg-Vorpommern
Schwerin;13004;Mecklenburg-Vorpommern
Gneven;13060;Mecklenburg-Vorpommern
Pinnow;13060;Mecklenburg-Vorpommern
Godern;13060;Mecklenburg-Vorpommern
Raben Steinfeld;13060;Mecklenburg-Vorpommern
Leezen;13060;Mecklenburg-Vorpommern
Retgendorf;13060;Mecklenburg-Vorpommern
Langen Bruetz;13060;Mecklenburg-Vorpommern
Rubow;13060;Mecklenburg-Vorpommern
Cambs;13060;Mecklenburg-Vorpommern
Zickhusen;13058;Mecklenburg-Vorpommern
Pingelshagen;13058;Mecklenburg-Vorpommern
Boeken;13058;Mecklenburg-Vorpommern
Alt Meteln;13058;Mecklenburg-Vorpommern
Seehof;13058;Mecklenburg-Vorpommern
Klein Trebbow;13058;Mecklenburg-Vorpommern
Dalberg-Wendelstorf;13058;Mecklenburg-Vorpommern
Bruesewitz;13058;Mecklenburg-Vorpommern
Grambow;13058;Mecklenburg-Vorpommern
Cramonshagen;13058;Mecklenburg-Vorpommern
Klein Rogahn;13054;Mecklenburg-Vorpommern
Wittenfoerden;13054;Mecklenburg-Vorpommern
Schossin;13054;Mecklenburg-Vorpommern
Stralendorf;13054;Mecklenburg-Vorpommern
Duemmer;13054;Mecklenburg-Vorpommern
Zuelow;13054;Mecklenburg-Vorpommern
Warsow;13054;Mecklenburg-Vorpommern
Pampow;13054;Mecklenburg-Vorpommern
Holthusen;13054;Mecklenburg-Vorpommern
Rastow;13054;Mecklenburg-Vorpommern
Suelstorf;13054;Mecklenburg-Vorpommern
Luebesse;13054;Mecklenburg-Vorpommern
Uelitz;13054;Mecklenburg-Vorpommern
Sukow;13060;Mecklenburg-Vorpommern
Goldenstaedt;13060;Mecklenburg-Vorpommern
Banzkow;13060;Mecklenburg-Vorpommern
Plate;13060;Mecklenburg-Vorpommern
Ruthenbeck;13060;Mecklenburg-Vorpommern
Buelow;13060;Mecklenburg-Vorpommern
Gaedebehn;13060;Mecklenburg-Vorpommern
Crivitz;13060;Mecklenburg-Vorpommern
Barnin;13060;Mecklenburg-Vorpommern
Tramm;13060;Mecklenburg-Vorpommern
Demen;13060;Mecklenburg-Vorpommern
Goehren;13060;Mecklenburg-Vorpommern
Zapel;13060;Mecklenburg-Vorpommern
Wessin;13060;Mecklenburg-Vorpommern
Pokrent;13058;Mecklenburg-Vorpommern
Kneese;13058;Mecklenburg-Vorpommern
Gadebusch;13058;Mecklenburg-Vorpommern
Roggendorf;13058;Mecklenburg-Vorpommern
Roegnitz;13058;Mecklenburg-Vorpommern
Veelboeken;13058;Mecklenburg-Vorpommern
Muehlen Eichsen;13058;Mecklenburg-Vorpommern
Dragun;13058;Mecklenburg-Vorpommern
Krembz;13058;Mecklenburg-Vorpommern
Luetzow;13058;Mecklenburg-Vorpommern
Badow;13058;Mecklenburg-Vorpommern
Perlin;13058;Mecklenburg-Vorpommern
Renzow;13058;Mecklenburg-Vorpommern
Gottesgabe;13058;Mecklenburg-Vorpommern
Wedendorf;13058;Mecklenburg-Vorpommern
Gross Molzahn;13058;Mecklenburg-Vorpommern
Rieps;13058;Mecklenburg-Vorpommern
Nesow;13058;Mecklenburg-Vorpommern
Holdorf;13058;Mecklenburg-Vorpommern
Demern;13058;Mecklenburg-Vorpommern
Buelow;13058;Mecklenburg-Vorpommern
Rehna;13058;Mecklenburg-Vorpommern
Thandorf;13058;Mecklenburg-Vorpommern
Koechelstorf;13058;Mecklenburg-Vorpommern
Loewitz;13058;Mecklenburg-Vorpommern
Dechow;13058;Mecklenburg-Vorpommern
Schlagsdorf;13058;Mecklenburg-Vorpommern
Vitense;13058;Mecklenburg-Vorpommern
Utecht;13058;Mecklenburg-Vorpommern
Carlow;13058;Mecklenburg-Vorpommern
Gross Ruenz;13058;Mecklenburg-Vorpommern
Kuhstorf;13054;Mecklenburg-Vorpommern
Moraas;13054;Mecklenburg-Vorpommern
Picher;13054;Mecklenburg-Vorpommern
Alt Zachun;13054;Mecklenburg-Vorpommern
Huelseburg;13054;Mecklenburg-Vorpommern
Kirch Jesar;13054;Mecklenburg-Vorpommern
Belsch;13054;Mecklenburg-Vorpommern
Bandenitz;13054;Mecklenburg-Vorpommern
Hoort;13054;Mecklenburg-Vorpommern
Paetow;13054;Mecklenburg-Vorpommern
Pritzier;13054;Mecklenburg-Vorpommern
Bobzin;13054;Mecklenburg-Vorpommern
Bresegard;13054;Mecklenburg-Vorpommern
Hagenow;13054;Mecklenburg-Vorpommern
Setzin;13054;Mecklenburg-Vorpommern
Warlitz;13054;Mecklenburg-Vorpommern
Strohkirchen;13054;Mecklenburg-Vorpommern
Redefin;13054;Mecklenburg-Vorpommern
Gammelin;13054;Mecklenburg-Vorpommern
Gross Krams;13054;Mecklenburg-Vorpommern
Toddin;13054;Mecklenburg-Vorpommern
Parum;13054;Mecklenburg-Vorpommern
Luckwitz;13054;Mecklenburg-Vorpommern
Karft;13054;Mecklenburg-Vorpommern
Tessin bei Wittenburg;13054;Mecklenburg-Vorpommern
Dreiluetzow;13054;Mecklenburg-Vorpommern
Dodow;13054;Mecklenburg-Vorpommern
Koerchow;13054;Mecklenburg-Vorpommern
Waschow;13054;Mecklenburg-Vorpommern
Droennewitz;13054;Mecklenburg-Vorpommern
Wittenburg;13054;Mecklenburg-Vorpommern
Boddin;13054;Mecklenburg-Vorpommern
Lehsen;13054;Mecklenburg-Vorpommern
Valluhn;13054;Mecklenburg-Vorpommern
Neuhof;13054;Mecklenburg-Vorpommern
Zarrentin;13054;Mecklenburg-Vorpommern
Luettow;13054;Mecklenburg-Vorpommern
Camin;13054;Mecklenburg-Vorpommern
Kogel;13054;Mecklenburg-Vorpommern
Lassahn;13054;Mecklenburg-Vorpommern
Bantin;13054;Mecklenburg-Vorpommern
Goesslow;13054;Mecklenburg-Vorpommern
Jessenitz;13054;Mecklenburg-Vorpommern
Luebtheen;13054;Mecklenburg-Vorpommern
Garlitz;13054;Mecklenburg-Vorpommern
Boizenburg;13054;Mecklenburg-Vorpommern
Gresse;13054;Mecklenburg-Vorpommern
Wiebendorf;13054;Mecklenburg-Vorpommern
Klein Bengerstorf;13054;Mecklenburg-Vorpommern
Schwanheide;13054;Mecklenburg-Vorpommern
Tessin bei Boizenburg;13054;Mecklenburg-Vorpommern
Nostorf;13054;Mecklenburg-Vorpommern
Gallin;13054;Mecklenburg-Vorpommern
Neu Guelze;13054;Mecklenburg-Vorpommern
Greven;13054;Mecklenburg-Vorpommern
Besitz;13054;Mecklenburg-Vorpommern
Vellahn;13054;Mecklenburg-Vorpommern
Rodenwalde;13054;Mecklenburg-Vorpommern
Bennin;13054;Mecklenburg-Vorpommern
Dersenow;13054;Mecklenburg-Vorpommern
Banzin;13054;Mecklenburg-Vorpommern
Kloddram;13054;Mecklenburg-Vorpommern
Teldau;13054;Mecklenburg-Vorpommern
Melkof;13054;Mecklenburg-Vorpommern
Brahlstorf;13054;Mecklenburg-Vorpommern
Amt Neuhaus;3355;Niedersachsen
Lueblow;13054;Mecklenburg-Vorpommern
Fahrbinde;13054;Mecklenburg-Vorpommern
Goehlen;13054;Mecklenburg-Vorpommern
Alt Krenzlin;13054;Mecklenburg-Vorpommern
Leussow;13054;Mecklenburg-Vorpommern
Woebbelin;13054;Mecklenburg-Vorpommern
Kummer;13054;Mecklenburg-Vorpommern
Ludwigslust;13054;Mecklenburg-Vorpommern
Gross Laasch;13054;Mecklenburg-Vorpommern
Warlow;13054;Mecklenburg-Vorpommern
Glaisin;13054;Mecklenburg-Vorpommern
Grebs;13054;Mecklenburg-Vorpommern
Malliss;13054;Mecklenburg-Vorpommern
Malk Goehren;13054;Mecklenburg-Vorpommern
Gorlosen;13054;Mecklenburg-Vorpommern
Bresegard;13054;Mecklenburg-Vorpommern
Neu Kaliss;13054;Mecklenburg-Vorpommern
Dadow;13054;Mecklenburg-Vorpommern
Eldena;13054;Mecklenburg-Vorpommern
Karenz;13054;Mecklenburg-Vorpommern
Karstaedt;13054;Mecklenburg-Vorpommern
Krinitz;13054;Mecklenburg-Vorpommern
Niendorf an der Roegnitz;13054;Mecklenburg-Vorpommern
Grabow;13054;Mecklenburg-Vorpommern
Milow;13054;Mecklenburg-Vorpommern
Kremmin;13054;Mecklenburg-Vorpommern
Balow;13054;Mecklenburg-Vorpommern
Muchow;13054;Mecklenburg-Vorpommern
Werle;13054;Mecklenburg-Vorpommern
Prislich;13054;Mecklenburg-Vorpommern
Zierzow;13054;Mecklenburg-Vorpommern
Moellenbeck;13054;Mecklenburg-Vorpommern
Steesow;13054;Mecklenburg-Vorpommern
Woosmer;13054;Mecklenburg-Vorpommern
Heidhof;13054;Mecklenburg-Vorpommern
Doemitz;13054;Mecklenburg-Vorpommern
Tewswoos;13054;Mecklenburg-Vorpommern
Rueterberg;13054;Mecklenburg-Vorpommern
Vielank;13054;Mecklenburg-Vorpommern
Polz;13054;Mecklenburg-Vorpommern
Neustadt-Glewe;13054;Mecklenburg-Vorpommern
Brenz;13054;Mecklenburg-Vorpommern
Blievenstorf;13054;Mecklenburg-Vorpommern
Besandten;12070;Brandenburg
Eldenburg;12070;Brandenburg
Lanz;12070;Brandenburg
Mellen;12070;Brandenburg
Wootz;12070;Brandenburg
Lenzen (Elbe);12070;Brandenburg
Wittenberge;12070;Brandenburg
Ruehstaedt;12070;Brandenburg
Weisen;12070;Brandenburg
Cumlosen;12070;Brandenburg
Breese;12070;Brandenburg
Gross Breese;12070;Brandenburg
Viesecke;12070;Brandenburg
Bad Wilsnack;12070;Brandenburg
Legde/Quitzoebel;12070;Brandenburg
Kletzke;12070;Brandenburg
Netzow;12070;Brandenburg
Bendelin;12070;Brandenburg
Gloewen;12070;Brandenburg
Pirow;12070;Brandenburg
Berge;12070;Brandenburg
Perleberg;12070;Brandenburg
Retzin;12070;Brandenburg
Nebelin;12070;Brandenburg
Wolfshagen;12070;Brandenburg
Kleinow;12070;Brandenburg
Guelitz-Reetz;12070;Brandenburg
Baek;12070;Brandenburg
Klein Gottschow;12070;Brandenburg
Krampfer;12070;Brandenburg
Dambeck;13054;Mecklenburg-Vorpommern
Garlin;12070;Brandenburg
Proettlin;12070;Brandenburg
Karstaedt;12070;Brandenburg
Boberow;12070;Brandenburg
Mankmuss;12070;Brandenburg
Parchim;13060;Mecklenburg-Vorpommern
Stralendorf;13060;Mecklenburg-Vorpommern
Karrenzin;13060;Mecklenburg-Vorpommern
Gross Godems;13060;Mecklenburg-Vorpommern
Matzlow-Garwitz;13060;Mecklenburg-Vorpommern
Rom;13060;Mecklenburg-Vorpommern
Ziegendorf;13060;Mecklenburg-Vorpommern
Stolpe;13060;Mecklenburg-Vorpommern
Brunow;13054;Mecklenburg-Vorpommern
Spornitz;13060;Mecklenburg-Vorpommern
Herzfeld;13060;Mecklenburg-Vorpommern
Severin;13060;Mecklenburg-Vorpommern
Raduhn;13060;Mecklenburg-Vorpommern
Grebbin;13060;Mecklenburg-Vorpommern
Gross Niendorf;13060;Mecklenburg-Vorpommern
Friedrichsruhe;13060;Mecklenburg-Vorpommern
Zoelkow;13060;Mecklenburg-Vorpommern
Damm;13060;Mecklenburg-Vorpommern
Domsuehl;13060;Mecklenburg-Vorpommern
Klinken;13060;Mecklenburg-Vorpommern
Mestlin;13060;Mecklenburg-Vorpommern
Herzberg;13060;Mecklenburg-Vorpommern
Suckow;13060;Mecklenburg-Vorpommern
Siggelkow;13060;Mecklenburg-Vorpommern
Tessenow;13060;Mecklenburg-Vorpommern
Marnitz;13060;Mecklenburg-Vorpommern
Broock;13060;Mecklenburg-Vorpommern
Kreien;13060;Mecklenburg-Vorpommern
Passow;13060;Mecklenburg-Vorpommern
Granzin;13060;Mecklenburg-Vorpommern
Lutheran;13060;Mecklenburg-Vorpommern
Gischow;13060;Mecklenburg-Vorpommern
Gallin-Kuppentin;13060;Mecklenburg-Vorpommern
Werder;13060;Mecklenburg-Vorpommern
Kritzow;13060;Mecklenburg-Vorpommern
Karbow-Vietluebbe;13060;Mecklenburg-Vorpommern
Luebz;13060;Mecklenburg-Vorpommern
Wahlstorf;13060;Mecklenburg-Vorpommern
Plau am See;13060;Mecklenburg-Vorpommern
Karow;13060;Mecklenburg-Vorpommern
Retzow;13060;Mecklenburg-Vorpommern
Wendisch Priborn;13060;Mecklenburg-Vorpommern
Gnevsdorf;13060;Mecklenburg-Vorpommern
Ganzlin;13060;Mecklenburg-Vorpommern
Barkow;13060;Mecklenburg-Vorpommern
Plauerhagen;13060;Mecklenburg-Vorpommern
Neu Poserin;13060;Mecklenburg-Vorpommern
Dobbertin;13060;Mecklenburg-Vorpommern
Techentin;13060;Mecklenburg-Vorpommern
Diestelow;13060;Mecklenburg-Vorpommern
Goldberg;13060;Mecklenburg-Vorpommern
Wendisch Waren;13060;Mecklenburg-Vorpommern
Langenhagen;13060;Mecklenburg-Vorpommern
Dabel;13060;Mecklenburg-Vorpommern
Hohen Pritz;13060;Mecklenburg-Vorpommern
Witzin;13060;Mecklenburg-Vorpommern
Borkow;13060;Mecklenburg-Vorpommern
Kobrow;13060;Mecklenburg-Vorpommern
Sternberg;13060;Mecklenburg-Vorpommern
Gross Goernow;13060;Mecklenburg-Vorpommern
Mustin;13060;Mecklenburg-Vorpommern
Blankenberg;13060;Mecklenburg-Vorpommern
Langen Jarchow;13060;Mecklenburg-Vorpommern
Weitendorf;13060;Mecklenburg-Vorpommern
Kuhlen;13060;Mecklenburg-Vorpommern
Wendorf;13060;Mecklenburg-Vorpommern
Zahrensdorf;13060;Mecklenburg-Vorpommern
Brueel;13060;Mecklenburg-Vorpommern
Bibow;13058;Mecklenburg-Vorpommern
Gross Labenz;13058;Mecklenburg-Vorpommern
Ventschow;13058;Mecklenburg-Vorpommern
Jesendorf;13058;Mecklenburg-Vorpommern
Warin;13058;Mecklenburg-Vorpommern
Hamburg;2000;Hamburg
Hampuri;2000;Hamburg
Hamburg;2000;Hamburg
Hampuri;2000;Hamburg
Hamburg;2000;Hamburg
Hampuri;2000;Hamburg
Hamburg;2000;Hamburg
Hampuri;2000;Hamburg
Hamburg;2000;Hamburg
Hampuri;2000;Hamburg
Hamburg;2000;Hamburg
Hampuri;2000;Hamburg
Hamburg;2000;Hamburg
Hampuri;2000;Hamburg
Hamburg;2000;Hamburg
Hampuri;2000;Hamburg
Hamburg;2000;Hamburg
Hampuri;2000;Hamburg
Hamburg;2000;Hamburg
Hampuri;2000;Hamburg
Hamburg;2000;Hamburg
Hampuri;2000;Hamburg
Hamburg;2000;Hamburg
Hampuri;2000;Hamburg
Hamburg;2000;Hamburg
Hampuri;2000;Hamburg
Hamburg;2000;Hamburg
Hampuri;2000;Hamburg
Hamburg;2000;Hamburg
Hampuri;2000;Hamburg
Hamburg;2000;Hamburg
Hampuri;2000;Hamburg
Hamburg;2000;Hamburg
Hampuri;2000;Hamburg
Hamburg;2000;Hamburg
Hampuri;2000;Hamburg
Hamburg;2000;Hamburg
Hampuri;2000;Hamburg
Hamburg;2000;Hamburg
Hampuri;2000;Hamburg
Hamburg;2000;Hamburg
Hampuri;2000;Hamburg
Hamburg;2000;Hamburg
Hampuri;2000;Hamburg
Hamburg;2000;Hamburg
Hampuri;2000;Hamburg
Hamburg;2000;Hamburg
Hampuri;2000;Hamburg
Hamburg;2000;Hamburg
Hampuri;2000;Hamburg
Hamburg;2000;Hamburg
Hampuri;2000;Hamburg
Hamburg;2000;Hamburg
Hampuri;2000;Hamburg
Hamburg;2000;Hamburg
Hampuri;2000;Hamburg
Boernsen;1053;Schleswig-Holstein
Escheburg;1053;Schleswig-Holstein
Hamburg;2000;Hamburg
Hampuri;2000;Hamburg
Hamburg;2000;Hamburg
Hampuri;2000;Hamburg
Hamburg;2000;Hamburg
Hampuri;2000;Hamburg
Hamburg;2000;Hamburg
Hampuri;2000;Hamburg
Hamburg;2000;Hamburg
Hampuri;2000;Hamburg
Hamburg;2000;Hamburg
Hampuri;2000;Hamburg
Hamburg;2000;Hamburg
Hampuri;2000;Hamburg
Hamburg;2000;Hamburg
Hampuri;2000;Hamburg
Hamburg;2000;Hamburg
Hampuri;2000;Hamburg
Seevetal;3353;Niedersachsen
Seevetal;3353;Niedersachsen
Seevetal;3353;Niedersachsen
Rosengarten;3353;Niedersachsen
Bendestorf;3353;Niedersachsen
Harmstorf;3353;Niedersachsen
Buchholz in der Nordheide;3353;Niedersachsen
Koenigsmoor;3353;Niedersachsen
Tostedt;3353;Niedersachsen
Dohren;3353;Niedersachsen
Kakenstorf;3353;Niedersachsen
Wistedt;3353;Niedersachsen
Handeloh;3353;Niedersachsen
Heidenau;3353;Niedersachsen
Otter;3353;Niedersachsen
